text,bad/good
Forces in Chhattisgarh count more dead Naxals than ever,0
Did Defence Minister Parrikar just hint at retirement from politics?,0
Nestle resumes Maggi noodles production at all plants in India,0
Sign language gets status of separate language in Madhya Pradesh,0
Bangalore Lit Festival: Fest chief Vikram Sampath quits amid row over ‘award wapsi’ remark,0
Tamil Nadu: State Congress chief Elangovan booked for ‘verbally abusing’ party MLA,0
Assam CM Tarun Gogoi says his statement on Hindi-speaking people ‘twisted’ by BJP,0
Proposed criteria to shut out most Indian pvt defence manufacturers,0
"China calls for talks among NSG members to admit India, others",0
Malegaon blast: SC gives two more months to decide bail pleas,0
Data on Muslims in police will no longer be public,0
"Amid ‘strict VHP vigil’, cow sales at Pushkar down 94 per cent",0
"In courts, let people swear by Constitution instead of religious books: Shiv Sena",0
Tejaswi Yadav is RJD Legislature Party leader in Assembly,0
"Arrogance of intellectual club oppressive, says Shekhar Kapur",0
"8,500 letters received by Mahatma Gandhi to be published",0
"Bihar assembly: JD(U) leader Bijay Kumar Choudhary set to be Speaker, EBC face to lead BJP",0
"Gujarat local body polls, Phase II: 60 pc vote amid sporadic violence, poll boycott calls",0
ICHR revokes History Congress’ special status,0
"At world table today, PM will underline: Climate is responsibility, concern of all",0
NGT issues notice to Centre over plea for ban on sale of Volkswagen vehicles,0
Cong distances itself from P Chidambaram’s Rushdie book remark,0
"Signature on letter to cancel lease did not match Sheena’s, says landlord",0
Has law against dowry been diluted? Supreme Court to examine,0
"PM light on her lanterns, 70-yr-old grandmother gets visitors, promises",0
Rahul Gandhi seeks duty cut on items for blind students,0
"President Pranab Mukherjee quotes Kurien, says Amul did well as govt stayed away",0
"In J&K, family members of accused BSF constable shocked",0
"IPS officer seeks to move court against Kerala CM Chandy, Chief Secy says no",0
Bihar verdict defeat of sectarian politics: Church which hosted PM Modi,0
Secret SIMI meeting: NIA court sentences two to 14 years of imprisonment,0
UP 2017: BSP shifts into poll gear,0
"Developed world must act now, pact has to be equitable, durable: PM on climate change",0
"After Jaitley’s comments, LGBT community says BJP shouldn’t ‘speak with two mouths’",0
Two-year-old diagnosed with rare polio strain in Capital,0
Bangladesh raises concern as Rajnath order hits beef supply,0
Blindfolded Kashmiri Pandit invites ‘hugs’ to promote brotherhood in Valley,0
Make in India in defence: New acquisition rules this month,0
Kerala: Vellappally Natesan faces action over ‘hate speech’,0
"India is one of the greatest and the most tolerant countries, says L Subramaniam",0
Kerala minister orders probe into constable’s suicide,0
"Some intolerance exists, need to deal with it… do not generalise: Venkaiah Naidu",0
Intolerance issue more political than social: Subhash Ghai,0
Delhi police to probe role of Pak High Commission staff,0
"In Paris, a brief climate-change moment",0
Visva-Bharti row: Pranab Mukherjee again questions HRD on V-C removal,0
Uproar in Haryana House over minister-IPS officer spat,0
India will fulfil responsibilities on climate: PM Modi to Barack Obama,0
Supreme Court calls PIL seeking probe into Rahul Gandhi’s citizenship frivolous,0
Erstwhile king of Tigiria Brajraj Mahapatra dies in Odisha,0
UN chief Ban Ki-Moon ‘welcomes’ Modi-Sharif meeting in Paris,0
"Non-subsidised LPG dearer by Rs 61.50, jet fuel cheaper",0
Muzaffarnagar: Man booked for distributing gas stoves among voters,0
"Dawood Ibrahim has bases in Pakistan, keeps changing location: Govt to Lok Sabha",0
L K Advani’s wife admitted in AIIMS,0
Uproar in Himachal assembly as opposition seeks debate on charges against Virbhadra,0
2002 hit-&-run case: HC rejects Salman Khan’s application to summon Kamaal Khan as witness,0
"India shares intelligence info on terrorism with 24 countries, including China",0
Hyderabad: 13-year-old girl delivers baby in school washroom,0
How the Pakistani press covered the Narendra Modi-Sharif meeting in Paris,0
Rlys responds to passenger who sought help for paralysed father via tweet,0
VC’s appointment row: Supreme Court notice to Aligarh Muslim University,0
"HC seeks response of Bharti, police on bail cancellation plea",0
"AUDIO: Prashant Bhushan releases radio ads, invites Kejriwal for debate on Jan Lokpal bill",0
Indrani threatened suicide to get joint ownership of flat: Peter Mukerjea,0
PM Modi leaves for New Delhi after attending COP21 in Paris,0
"Mayawati backs Centre on GST bill, then slams it over ‘intolerance’",0
"Temple ‘purification’: Village unites against ‘breach of tradition’, security up",0
Writers back FTII students’ ‘right to voice dissent’,0
India ranks 131 on global index of information and communication technology access: Report,0
"Non-gazetted posts: In line with PM’s resolve, only online tests",0
"Espionage case: ‘Khan, Rasheed got Rs 40,000 each for passing on information’",0
Premature retirement clause: Armed forces convey OROP concerns to govt,0
Sheen Bora case: Court sends Peter Mukerjea in CBI remand for a day,0
PM returns home after attending Paris summit,0
52-year-old Church priest booked for allegedly sodomising minor boy in Mumbai,0
"Obama urges Turkey, Russia to set tension aside, focus on ISIS",0
"Booked for ‘hate speech’, Natesan claims his words  were ‘distorted’",0
CJI Dattu says he will take up NHRC chief’s post if offered,0
12 images that show Chennai is still suffering from monsoon,0
"Army out for relief in rain-hit Chennai, air services suspended",0
"Power generation: Coal’s the reality for now, global lessons in efficiency",0
Intolerance debate: Full text of TMC leader Sugata Bose’s speech in Parliament,0
Two cops arrested for death of Srinagar teen in 2010,0
Volkswagen recalls 3.23 lakh cars in India; this is how they will tackle crisis,0
"Ambala: 15 lose vision after cataract surgery, govt orders probe",0
Catholic nun found dead in a well at convent in Kerala,0
Board wants only engineers as Indian Railways officers,0
"ED, IT raid firms ‘linked’ to Chidambaram’s son",0
BSF apprehended 76 Bangladeshis in Meghalaya in one year,0
Delhi confidential: Winter warmth,0
"At Ratlam, missed calls did not turn into votes for BJP",0
Sheena Bora murder case: Peter sent to 14-day judicial custody,0
"Solar Panel Scam: Paid Rs 35 lakh to Cong MP Venugopal, says main accused",0
Haryana govt moves to relax retrenchment norms,0
"3 months later, RSS offers condolences to Kalburgi’s family",0
Don’t learn ‘wrong lessons’ from Pakistan: Rahul Gandhi to Govt,0
"Chennai drowns in deluge of water, flight services suspended",0
"ED probing suspected links between Hurriyat leader, 26/11 Mumbai attacks financier",0
Akhilesh Yadav condemns BSP’s outright support to GST bill in Parliament,0
Why did you delay Bharat Ratna to Ambedkar: Prasad,0
Atrocity against anybody is blot on all: PM Narendra Modi in Rajya Sabha,0
"Espionage racket: After BSF man, Army official under scanner",0
Chennai struggling to return to normalcy after raging floods,0
Govt set to pick Navjot Singh Sidhu as NCM member,0
Sheena Bora murder case: Probe report indicted former Raigad SP,0
Demand for liquor ban: Former Rajasthan MLA’s kin ends hunger strike,0
Chopper scam: Red Corner notice against British national,0
2 injured as ‘ULFA faction’ opens fire at ‘outsiders’ in Assam,0
"Rahul Gandhi questions PM ‘silence’, cites troll attack on Shourie son to make his point",0
"What Essar did not tell Supreme Court: how it asked staff to keep jobs for VIPs, pay their bills",0
"Rahul Gandhi in Lok Sabha full text: ‘Don’t brush people aside…Go, listen to them’",0
Intolerance debate: Rajnath draws the party line – and steps across it as well,0
"MoD think tank’s seminar note warns of ‘religious intolerance, provocation’",0
RS MP Parimal Nathwani says asking caste in holy shrine customary,0
"Campus jobs: Wary of hype, IIT Bombay screens start-ups",0
"B R Ambedkar wouldn’t have said ‘Go to Pak’, Tyagi tells NDA",0
Expert committee: Set up body to regulate entrance coaching centres,0
Espionage racket: Separatist leader backed visa for Kafaitullah Khan,0
"Stuck inside Raj Bhavan lift, Arunachal governor cautions power department",0
"GST clears 3 roadbumps: TMC, BSP and now JD(U)",0
"Don’t make provocative remarks on floor of House, BJP tells MPs",0
Curbing cattle smuggling: Rajnath says BSF has earned nation’s respect,0
Communal incidents: Home and NCRB fail to tally,0
"Bihar setback, pending bills and need to let House run bring down the heat",0
Chennai rain result of global warming: Indian experts,0
"BJP MLA opposes Osmania University beef festival, says can ‘kill to protect cows’",0
PM Modi to honour Hoshangabad district today for empowering the differently-abled,0
Chennai floods: Rajya Sabha members offer to spend MPLADS funds,0
"Chennai floods: Nitish Kumar expresses concern, Tejaswi to donate first pay",0
Committee on Ministry of Defence reforms calls Army restrictions on social media “intrusive”,0
"Doctor, nurse suspended after 5 lose eyesight in Guwahati",0
"No link between murders of Pansare, Dabholkar, Kalburgi: Government",0
J&K: Mufti govt to implement Food Security Act,0
"Shani Temple row: No ‘purification’ carried out, women not discriminated against, say villagers",0
"Rains will batter Tamil Nadu for a week more, 2 days ‘crucial’, says IMD",0
Srinagar: J&K minister’s shopping complex sealed for not having parking facilities,0
"TN can’t release Rajiv killers without consulting Centre, says Supreme Court",0
Musharraf promised to withdraw PoK troops: Hurriyat chairman Geelani,0
Islamic State’s latest manifesto vows to expand war to India,0
134 files on Netaji being examined for declassification: Govt,0
Three crew injured as fire breaks out in ship at Gujarat’s Kandla port,0
"Chennai under water: NDRF, Army, IAF deployed for relief and rescue ops, Centre reviews damage",0
"PM Modi discusses Tamil Nadu flood situation with Singh, Jaitley, Naidu",0
Black money: Govt gets Rs 17 crore tax and penalty till November 26,0
Can’t afford to show sympathy to hardened criminals: SC,0
Predicting floods due to rains difficult: Minister in Lok Sabha,0
Chennai floods: Govt asks all private media houses to release critical and vital information,0
PM Modi more focused on J&K development than predecessors: J&K CM,0
Back on warpath as govt challenges Selja,0
"Chennai floods: Food, shelter, rescue — via a website",0
Maharashtra govt plans to revive ‘dying’ textile sector,0
Pay parity: civil services body writes to Arun Jaitley,0
"Rajiv Gandhi Jeevandayee Arogya Yojana: 82.22% grievances resolved till Nov 15, says Maharashtra govt",0
Real dirt is not on our streets but in minds: President Pranab Mukherjee,0
"Gujarat civic polls result: Among BJP’s eight Muslims in fray, woman is the lone winner",0
"Murder of BJP leaders in Bharuch: Javed Chikna’s brother, aide arrested",0
UP minor rape victim dies after delivering stillborn,0
Chennai deluge: Airport shut till December 6,0
Rajasthan: 2 Estonians injured as ‘spat’ with tribals turns ugly,0
Dry State: A better pulse rate,0
"ED, I-T raids: Congress backs Chidambaram",0
Communal incidents: Home ministry probes why its data is different from NCRB tally,0
Pakistan visit not final yet: Sushma Swaraj,0
When both kharif and rabi fail,0
Rehab package for India-Bangladesh enclaves cleared,0
"7 hurt in clash between Dalit, Muslim groups",0
"Chennai flood: Jayalalithaa seeks Rs 8,400 cr, RS MPs offer aid",0
"Pay for wife’s treatment, then talk divorce: Supreme Court",0
Cabinet approves hike in estimates for 5 IISERs,0
"Espionage racket: ISI wanted map,  info on Mhow Cantt",0
Maharashtra State Cooperative Bank hikes pledge loan this crushing season,0
"NGO writes to NPCIL, urges it to stop work at Jaitapur plant",0
A not-so-sweet proposition,0
"Rebel JD(U) MLC loses membership, to move HC",0
Gujarat: Poll panel opens EVM after protest,0
"Northern Railway’s fog measure: From January 8 to March 1 next year,  21 trains cancelled",0
BJP MP who faced protests at AMU now ‘helping’ it  get hostel building,0
Row over ‘wrong’ painkiller: One more woman dies after delivery at Ludhiana hospital,0
"‘Police brutality’ case: Eyewitness says cops didn’t record statement, Delhi HC slams SIT probe",0
"With 12,000 cases pending in courts, UP govt plans state education tribunal",0
Andhra Pradesh govt offers help to rain-battered Tamil Nadu,0
"To boost tourism, Maharahstra  proposes ultra mega projects",0
Ram temple to be built in my lifetime: Mohan Bhagwat,0
Kerala CM Chandy took Rs 5.5 cr bribe: solar scam accused tells panel,0
Chennai floods: Decoding the city’s worst rains in 100 years,0
Southern Command coordinates rescue operations in flood-affected Chennai,0
"People of UP have silenced creators of cow, ‘love jihad’ issues, says UP CM Akhilesh Yadav",0
Punjab may scrap NRI sammelan this year,0
Walkout in Lok Sabha over V K Singh’s remark,0
Chennai Floods: Indian Air Force to evacuate stranded passengers from city airport,0
Supreme Court judge T S Thakur sworn in as 43rd Chief Justice of India,0
"Indian counter-terrorism laws need strength in tackling interception of communication, says expert",0
Submerged Chennai braces itself for three more days of downpour,0
4th consecutive win for Gulberg case accused,0
NGT’s alarm: Delhi may need stay-at-home warnings for kids & elderly,0
"Wanted to say some things haven’t changed for 5,000 years: Cong’s Kumari Selja",0
Former AAP leaders complain to Anna Hazare about Delhi Janlokpal,0
"Dwarka Temple: Caste question not for visitors, only when puja performed",0
"Showdown brings cloud of uncertainty over GST, again",0
India major contributor to global warming: Maneka Gandhi,0
CBI seeks court permission to quiz 3 accused in Sheena murder case,0
"Navy is a secular force, says Chief Dhowan on intolerance debate",0
Submarine Sindhurakshak to be disposed of soon: Vice Admiral,0
"PIL against Article 35A: Special status to state permanent feature of Constitution, say J&K govt",0
Five school children dead as jeep collides with truck in north Bengal,0
"Unprecedented calamity, Chennai toll 269, says Rajnath Singh",0
"Year after joining Fadnavis govt, Sena chief taunts Maharashtra CM over his frequent foreign trips",0
"Google CEO Sundar Pichai to visit India this month, likely to meet PM Modi",0
Men have primary duty to take care of wives in difficult times: Supreme Court,0
"Jammu Cattle Smuggling: Villagers block Kalakote-Rajouri road, torch cars",0
Kerala solar panel scam: Oommen Chandy refutes allegations levelled by prime accused,0
Armed forces raise concerns over 7th Pay Commission with Defence Ministry,0
Rajya Sabha proceedings disrupted again even as Piyush Goyal expresses regret over Selja comment,0
"Taxi strike, stranded commuters in Kolkata",0
